timestamp,TotalUptime,Theta,PanelYpTemperature,PanelYmTemperature,PanelXpTemperature,PanelXmTemperature,BatteryGGTemperature,MCUTemp
2022-02-08T08:14:43Z,2257063,215,-5.8,2.1,-14.5,-0.7,-4.8,-3.3
2022-02-08T08:15:43Z,2257123,215,-4.8,3.9,-13,0.7,-4.2,-2.5
2022-02-08T08:16:43Z,2257183,215,-3.6,6,-11.4,2.1,-3.6,-1.7
2022-02-08T11:20:00Z,2268179,217,-13.6,-5.8,-22.1,-10.4,-7.7,-8.7
2022-02-08T11:21:00Z,2268239,217,-11.8,-4.5,-20.8,-8.4,-7.1,-7.9
2022-02-08T11:23:02Z,2268361,217,-9.5,-1.3,-18.1,-4.9,-6.5,-6
2022-02-08T18:59:30Z,2295747,221,-23.2,-24.3,-23.9,-21.1,-3.6,-10.6
2022-02-08T19:00:30Z,2295807,221,-24.3,-25.3,-25,-21.9,-4.2,-11.4
2022-02-08T20:32:37Z,2301333,222,-20.9,-22.1,-21.6,-18.9,-1.9,-9.2
2022-02-08T20:33:37Z,2301393,222,-21.9,-22.9,-22.6,-19.6,-2.4,-9.8
2022-02-08T20:34:37Z,2301453,222,-22.9,-23.7,-23.7,-20.4,-3.6,-10.8
2022-02-08T20:35:37Z,2301513,222,-23.9,-24.6,-24.8,-21.2,-4.2,-11.5
2022-02-09T07:57:32Z,2342425,229,-13.6,-2,-22.3,-4.9,-6.5,-7.3
2022-02-09T07:58:32Z,2342485,229,-12.3,-0.4,-20.9,-3.1,-6,-6.1
2022-02-09T07:59:32Z,2342545,229,-11,1,-19.5,-1.3,-5.4,-5.3
2022-02-09T08:00:32Z,2342605,229,-9.7,2.6,-18,0.4,-4.8,-4
2022-02-09T08:01:32Z,2342665,229,-8.3,4.3,-16.4,2.1,-4.2,-3.4
2022-02-09T08:02:32Z,2342725,229,-6.8,5.8,-14.9,3.6,-3.6,-2.3
2022-02-09T08:03:32Z,2342785,229,-5.3,7.2,-13.2,4.9,-3,-0.9
2022-02-09T08:04:32Z,2342845,229,-3.8,8.6,-11.5,6.1,-2.4,0.1
2022-02-09T08:05:32Z,2342905,229,-2.2,9.8,-9.8,7.1,-1.9,0.5
2022-02-09T08:06:32Z,2342965,229,-0.8,10.8,-8.1,7.9,-0.7,2.3
2022-02-09T09:31:40Z,2348073,229,-14.1,-4.6,-23.6,-5.3,-7.1,-8.4
2022-02-09T09:32:40Z,2348133,229,-12.9,-3,-22.3,-3.6,-6.5,-7.3
2022-02-09T09:33:40Z,2348193,229,-11.6,-1.4,-20.9,-1.9,-6,-6.2
2022-02-09T09:34:40Z,2348253,229,-10.4,0.1,-19.5,-0.2,-5.4,-5.2
2022-02-09T09:36:40Z,2348373,229,-7.7,3.3,-16.5,2.7,-4.2,-3.4
2022-02-09T09:37:40Z,2348433,229,-6.4,4.6,-15,3.8,-3.6,-2.1
2022-02-09T09:38:40Z,2348493,229,-5.1,5.7,-13.4,4.6,-3,-1.5
2022-02-09T11:05:47Z,2353720,230,-16.6,-6.1,-25.3,-7.7,-7.7,-9.7
2022-02-09T11:06:47Z,2353780,230,-15.4,-4.6,-24,-6,-7.7,-9.1
2022-02-09T11:07:47Z,2353840,230,-14.1,-2.9,-22.7,-4.4,-7.1,-7.9
2022-02-09T11:08:47Z,2353900,230,-12.7,-1.3,-21.3,-2.6,-6.5,-6.8
2022-02-09T11:09:47Z,2353960,230,-11.4,0.1,-19.9,-1,-6,-5.5
2022-02-09T11:10:47Z,2354020,230,-10.1,1.5,-18.5,0.3,-5.4,-4.6
2022-02-09T18:45:15Z,2381286,234,-21.6,-22.1,-22.4,-18.7,-1.9,-9.4
2022-02-09T18:47:15Z,2381406,234,-23.7,-24.1,-24.5,-20.5,-3.6,-10.8
2022-02-09T18:48:15Z,2381466,234,-24.7,-25.1,-25.5,-21.4,-4.2,-11.5
2022-02-09T20:19:23Z,2386933,235,-20.8,-21.3,-21.5,-17.9,-1.3,-8.9
2022-02-09T20:20:23Z,2386993,235,-21.8,-22.1,-22.6,-18.6,-1.9,-9.2
2022-02-09T20:22:23Z,2387113,235,-23.8,-23.8,-24.6,-20.1,-3.6,-11.2
2022-02-09T20:23:23Z,2387173,235,-24.7,-24.6,-25.6,-20.9,-4.2,-11.5
2022-02-09T20:24:23Z,2387233,235,-25.6,-25.5,-26.5,-21.7,-4.8,-12.5
2022-02-09T21:57:29Z,2392819,236,-23,-23.1,-23.8,-19.6,-3,-10
2022-02-09T21:58:29Z,2392879,236,-24,-24.1,-24.8,-20.4,-3.6,-10.9
2022-02-09T21:59:29Z,2392939,236,-25,-25.1,-25.8,-21.3,-4.2,-11.8
2022-02-10T07:44:19Z,2428028,238,-14.3,-0.8,-21.4,0.2,-5.4,-6.2
2022-02-10T07:45:19Z,2428088,238,-13.2,1.1,-20,1.4,-4.8,-5.8
2022-02-10T07:46:20Z,2428148,238,-11.6,3,-18.5,2.9,-4.2,-4
2022-02-10T07:47:20Z,2428208,238,-10.1,4.9,-16.9,4.7,-3.6,-3.5
2022-02-10T07:48:20Z,2428268,238,-8.4,6.3,-15.3,6.5,-3,-2
2022-02-10T07:49:20Z,2428328,238,-6.8,7.5,-13.6,7.9,-2.4,-1.2
2022-02-10T07:50:20Z,2428388,238,-5.1,8.6,-11.8,9.3,-1.9,0.4
2022-02-10T07:51:20Z,2428448,238,-3.5,9.9,-10,10.4,-0.7,0.6
2022-02-10T07:52:20Z,2428508,238,-1.9,11.4,-8.3,11.2,-0.1,1.6
2022-02-10T09:20:31Z,2433799,238,-12.2,0.9,-19.4,3,-4.2,-5.1
2022-02-10T09:21:31Z,2433859,238,-10.9,2.8,-17.9,4.2,-3.6,-4.1
2022-02-10T09:22:31Z,2433919,238,-9.8,4.5,-16.4,5.1,-3,-2.8
2022-02-10T09:23:31Z,2433979,238,-8.6,6.1,-14.8,5.9,-2.4,-1.7
2022-02-10T09:24:31Z,2434039,238,-7,7.6,-13.2,6.7,-1.9,-1.1
2022-02-10T09:25:31Z,2434099,238,-5.5,8.8,-11.6,7.7,-1.3,0.00E+00
2022-02-10T09:26:31Z,2434159,238,-4.1,9.3,-10,8.6,-0.7,1.3
2022-02-10T10:54:37Z,2439445,238,-14.2,-0.7,-21,1.1,-4.8,-6.5
2022-02-10T10:55:37Z,2439505,238,-12.6,0.6,-19.6,2.9,-4.8,-5.2
2022-02-10T10:56:37Z,2439565,238,-11.1,2.4,-18.1,4.1,-4.2,-4.2
2022-02-10T10:57:37Z,2439625,238,-10.1,4.1,-16.6,5,-3.6,-3.5
2022-02-10T17:01:00Z,2461427,238,-24.8,-25,-25.6,-21,-3,-11.3
2022-02-10T17:02:00Z,2461487,238,-25.8,-26,-26.6,-21.9,-4.2,-12.2
2022-02-10T17:03:00Z,2461547,238,-26.7,-26.9,-27.5,-22.8,-4.8,-12.6
2022-02-10T18:33:09Z,2466956,238,-21.8,-21.8,-22.5,-18,-1.3,-8.9
2022-02-10T18:34:09Z,2467016,238,-22.8,-22.8,-23.6,-18.9,-1.9,-9.7
2022-02-10T18:35:09Z,2467076,238,-23.8,-23.8,-24.6,-19.8,-3,-10.6
2022-02-10T18:36:09Z,2467136,238,-24.8,-24.7,-25.5,-20.6,-3.6,-11.2
2022-02-10T18:38:09Z,2467256,238,-26.6,-26.6,-27.4,-22.4,-4.8,-12.3
2022-02-10T20:05:15Z,2472482,238,-18.6,-18.6,-19.3,-15.1,1.1,-6.2
2022-02-10T20:06:15Z,2472542,238,-19.6,-19.4,-20.3,-15.8,0.5,-6.5
2022-02-10T20:07:15Z,2472602,238,-20.6,-20.3,-21.4,-16.6,-0.1,-7.9
2022-02-10T20:08:15Z,2472662,238,-21.6,-21.3,-22.4,-17.4,-1.3,-8.4
2022-02-10T20:09:15Z,2472722,238,-22.6,-22.3,-23.4,-18.3,-1.9,-9.4
2022-02-10T20:10:15Z,2472782,238,-23.6,-23.3,-24.3,-19.2,-2.4,-9.5
2022-02-10T20:11:15Z,2472842,238,-24.5,-24.2,-25.3,-20.1,-3,-10.8
2022-02-10T20:13:15Z,2472962,238,-26.3,-26,-27.1,-21.9,-4.8,-12.4
2022-02-10T20:14:15Z,2473022,238,-27.2,-27,-28,-22.8,-5.4,-13.1
2022-02-10T21:44:19Z,2478426,238,-22.1,-21.9,-22.9,-17.9,-1.3,-8.9
2022-02-10T21:46:19Z,2478546,238,-24.1,-23.8,-24.8,-19.6,-3,-10.4
2022-02-10T21:47:19Z,2478606,238,-25,-24.7,-25.8,-20.6,-3.6,-11
2022-02-11T07:35:47Z,2513911,239,-7.1,8.4,-12.4,10.8,-1.3,-0.5
2022-02-11T07:36:47Z,2513971,239,-5.3,10,-10.4,11.9,-0.7,0.7
2022-02-11T07:37:47Z,2514031,239,-4,11.8,-8.6,12,0.5,1.8
2022-02-11T07:38:47Z,2514091,239,-2.3,13.4,-6.8,12.6,1.1,2.4
2022-02-11T09:05:47Z,2519311,239,-15,0.8,-20.3,3.4,-3.6,-5.1
2022-02-11T09:09:47Z,2519551,239,-8.9,7.1,-13.8,8.9,-1.3,-1.1
2022-02-11T09:11:47Z,2519671,239,-5.6,9.7,-10.3,10.6,-0.1,0.3
2022-02-11T09:14:47Z,2519851,239,-1.9,12.9,-5.4,12.1,1.7,3.5
2022-02-11T10:39:47Z,2524951,239,-16.7,-0.7,-21.9,1.4,-4.2,-6.5
2022-02-11T10:42:47Z,2525131,239,-12,3.3,-17.4,6.4,-3,-3.3
2022-02-11T10:43:47Z,2525191,239,-10.9,5.3,-15.8,6.8,-2.4,-3.1
2022-02-11T10:44:47Z,2525251,239,-9.3,6.8,-14.2,7.9,-1.9,-1.5
2022-02-11T10:45:47Z,2525311,239,-7.8,7.1,-12.5,9.6,-0.7,-0.6
2022-02-11T12:35:49Z,2531912,240,12.3,21.8,10.8,19.6,9.3,12.9
2022-02-11T12:36:49Z,2531972,240,13.5,21.4,12,20.7,9.9,13.7
2022-02-11T12:38:49Z,2532092,240,15,22.7,14.2,21.5,11,15.1
2022-02-11T12:39:49Z,2532152,240,16,23.7,15.2,21.8,11.6,15.3
2022-02-11T12:40:49Z,2532212,240,17,23.2,16.3,22.9,12.2,16.5
2022-02-11T16:47:49Z,2547031,240,-24.1,-24.3,-24.8,-20.1,-2.4,-10.4
2022-02-11T16:48:49Z,2547091,240,-25.1,-25.3,-25.8,-21.1,-3,-11.1
2022-02-11T16:49:49Z,2547151,240,-26,-26.3,-26.8,-22.1,-3.6,-11.8
2022-02-11T16:51:49Z,2547271,240,-27.8,-28.1,-28.6,-23.9,-5.4,-13.5
2022-02-11T18:19:50Z,2552551,240,-20.9,-20.6,-21.6,-16.6,-0.1,-8.1
2022-02-11T18:20:49Z,2552611,240,-21.9,-21.6,-22.6,-17.6,-1.3,-9
2022-02-11T18:21:49Z,2552671,240,-22.9,-22.7,-23.6,-18.6,-1.9,-9.5
2022-02-11T18:22:50Z,2552731,240,-23.9,-23.7,-24.6,-19.5,-2.4,-10.1
2022-02-11T18:23:50Z,2552791,240,-24.8,-24.7,-25.6,-20.4,-3,-11.1
2022-02-11T18:24:50Z,2552851,240,-25.8,-25.6,-26.5,-21.3,-3.6,-11.8
2022-02-11T18:25:50Z,2552911,240,-26.6,-26.6,-27.5,-22.2,-4.8,-12.7
2022-02-11T18:26:50Z,2552971,240,-27.5,-27.4,-28.3,-23.1,-5.4,-13.3
2022-02-11T18:27:50Z,2553031,240,-26.8,-23.9,-29,-18.9,-6.5,-14
2022-02-14T11:58:58Z,2788891,246,11.1,14.7,6.9,11.7,5.8,9.8
2022-02-14T11:59:58Z,2788951,246,11.3,15.5,7.7,11.4,6.3,10.2
2022-02-14T12:01:58Z,2789071,246,12.6,16.5,9.2,12.1,7.5,11.1
2022-02-15T12:44:31Z,2877690,4,-20.7,-21.5,-21.4,-18.2,-1.3,-8.8
2022-02-16T01:46:57Z,2924961,13,0.1,3.1,-6.2,-2.8,-3.6,-0.9
2022-02-16T01:47:57Z,2925021,13,0.7,4.8,-4.6,-1.6,-3,-0.3
2022-02-16T01:49:57Z,2925141,13,3.7,7.3,-1.7,1.2,-1.3,1.6
2022-02-16T13:08:42Z,2965862,20,15.9,15.7,13.3,9.6,6.9,12.4
2022-02-16T13:09:42Z,2965922,20,17.1,15.6,13.8,10,7.5,13
2022-02-16T13:11:42Z,2966042,20,17.9,16.1,15.1,10.6,8.7,13.1
2022-02-16T20:22:06Z,2991864,24,-20.6,-22.5,-20.9,-19.8,-1.9,-8.9
2022-02-16T20:23:05Z,2991924,24,-21.6,-23.4,-22.1,-20.6,-2.4,-9.6
2022-02-16T20:24:05Z,2991984,24,-22.6,-24.3,-23.3,-21.2,-3,-10.6
2022-02-16T20:25:05Z,2992044,24,-23.6,-25.2,-24.3,-22,-3.6,-11.5
2022-02-16T20:26:05Z,2992104,24,-24.8,-26,-25.4,-22.9,-4.8,-12.2
2022-02-17T07:50:00Z,3033135,30,-4.4,-1.3,-7.9,-8.9,-5.4,-4.1
2022-02-17T07:52:00Z,3033255,30,-0.8,1.3,-5.7,-4.6,-4.2,-1.8
2022-02-17T07:53:00Z,3033315,30,-0.2,3.1,-4.3,-3.3,-3,-0.8
2022-02-17T07:54:00Z,3033375,30,0.6,4.8,-2.8,-2.3,-2.4,0.00E+00
2022-02-17T07:56:00Z,3033495,30,3.8,6.2,-0.4,0.3,-1.3,1.8
2022-02-17T10:57:16Z,3044370,30,-8,-6.1,-11.9,-14.5,-6.5,-6.8
2022-02-17T10:58:16Z,3044430,30,-5.8,-5,-10.9,-12.4,-6,-5.8
2022-02-17T10:59:16Z,3044490,30,-4.8,-3.7,-9.8,-10.7,-5.4,-4.5
2022-02-17T11:00:16Z,3044550,30,-4.2,-1.6,-8.4,-9,-4.8,-3.5
2022-02-17T18:43:49Z,3072360,35,-24.4,-27.1,-27.9,-26.6,3276.7,75.1
2022-02-18T09:16:54Z,3124741,44,1.7,5.1,-4.3,-0.3,-1.9,1.1
2022-02-18T10:49:02Z,3130268,45,-2.2,1.6,-8.9,-3.7,-4.2,-2.1
2022-02-18T12:41:13Z,3136999,46,14.2,15.3,10.1,10.4,6.3,10.8
2022-02-18T12:42:13Z,3137059,46,14.8,16.4,11.1,11,6.9,12.2
2022-02-18T12:44:13Z,3137179,46,16.8,17.4,13.4,11.8,8.1,13.2
2022-02-18T20:05:40Z,3163662,53,-26.2,-25.2,-29.2,-26,-10.1,75.1
2022-02-19T10:29:50Z,3215508,62,-12.1,-5.7,-21.7,-10.2,-7.1,-8.9
2022-02-20T12:14:28Z,3308180,76,10.8,17.6,6.9,14.1,6.9,10.9
2022-02-20T12:15:28Z,3308240,76,11.4,17.8,7.8,14.5,7.5,11.5
2022-02-20T12:16:28Z,3308300,76,12.1,17.9,8.6,14.8,7.5,11.5
2022-02-20T21:06:03Z,3340073,77,-22.6,-22.5,-23.4,-18.8,-2.4,-9.5
2022-02-20T21:07:03Z,3340133,77,-23.6,-23.4,-24.4,-19.6,-3,-10.6
2022-02-20T21:08:03Z,3340193,77,-24.6,-24.4,-25.3,-20.6,-3.6,-11
2022-02-20T21:09:03Z,3340253,77,-25.4,-25.3,-26.3,-21.4,-4.2,-11.5
2022-02-21T10:05:05Z,3386814,79,-12.3,0.9,-19.3,4,-4.2,-4.9
2022-02-21T10:06:05Z,3386874,79,-10.6,2.8,-17.7,5.5,-3.6,-3.8
2022-02-21T11:39:13Z,3392461,79,-13.9,-0.8,-20.9,2.4,-4.8,-6
2022-02-21T11:40:13Z,3392521,79,-12.3,0.9,-19.4,3.9,-4.8,-5
2022-02-21T11:41:13Z,3392581,79,-10.9,2.7,-17.8,4.9,-3.6,-4.2
2022-02-21T11:42:13Z,3392641,79,-9.9,4.6,-16.2,5.7,-3,-3
2022-02-21T12:02:13Z,3393841,79,12.1,18.6,10.1,17.7,9.9,12.8
2022-02-21T12:04:13Z,3393961,79,13.6,18.9,11.8,18.9,9.9,13.5
2022-02-21T12:05:13Z,3394021,79,14,19.6,12.4,18.9,10.4,13.8
2022-02-21T17:45:25Z,3414433,79,-24.1,-24,-24.8,-19.8,-3,-10.2
2022-02-21T17:46:25Z,3414493,79,-24.9,-24.9,-25.8,-20.6,-3.6,-11.4
2022-02-21T17:47:25Z,3414553,79,-25.9,-25.9,-26.7,-21.4,-4.2,-12.1
2022-02-21T17:48:25Z,3414613,79,-26.8,-26.8,-27.6,-22.3,-4.8,-12.5
2022-02-21T19:15:36Z,3419843,79,-19.6,-19.3,-20.3,-15.4,0.5,-6.7
2022-02-21T19:16:36Z,3419903,79,-20.6,-20.3,-21.3,-16.3,-0.1,-7.2
2022-02-21T19:17:36Z,3419963,79,-21.6,-21.2,-22.3,-17.2,-0.7,-7.7
2022-02-21T19:18:36Z,3420023,79,-22.5,-22.1,-23.3,-18.1,-1.3,-9.5
2022-02-21T19:22:36Z,3420263,79,-26.2,-26.3,-27,-22,-4.2,-12.8
2022-02-21T20:51:44Z,3425611,79,-21,-20.6,-21.8,-16.6,-0.7,-8.3
2022-02-21T20:52:44Z,3425671,79,-21.9,-21.5,-22.8,-17.4,-1.3,-8.8
2022-02-21T20:53:44Z,3425731,79,-22.9,-22.4,-23.7,-18.3,-1.9,-9.5
2022-02-21T20:54:44Z,3425791,79,-23.8,-23.3,-24.6,-19.1,-3,-10.4
2022-02-21T20:55:44Z,3425851,79,-24.7,-24.2,-25.5,-19.9,-3.6,-10.7
2022-02-21T20:56:44Z,3425911,79,-25.6,-25.1,-26.5,-20.6,-4.2,-12
2022-02-21T20:57:44Z,3425971,79,-26.4,-26,-27.3,-21.4,-4.8,-12.2
2022-02-22T02:03:09Z,3444297,79,-2.9,10.4,-8.9,8.2,-0.7,1.4
2022-02-22T08:18:39Z,3466825,79,-9.4,5.1,-16.2,4.5,-3.6,-2.6
2022-02-22T09:52:45Z,3472471,79,-10.8,2.9,-17.8,3.4,-4.2,-3.9
2022-02-22T09:53:45Z,3472531,79,-9,3.6,-16.2,5.3,-3,-2.8
2022-02-22T09:54:45Z,3472591,79,-7.6,5.6,-14.5,6.1,-2.4,-2
2022-02-22T09:55:45Z,3472651,79,-6.7,7.5,-12.8,6.4,-1.9,-0.5
2022-02-22T09:56:45Z,3472711,79,-4.9,9.1,-11.1,7.5,-1.3,0.1
2022-02-22T11:24:51Z,3477997,79,-14.6,-2.9,-22.7,-0.8,-6,-7.5
2022-02-22T11:25:51Z,3478057,79,-14.1,-0.6,-21.3,-0.3,-5.4,-6.5
2022-02-22T11:26:51Z,3478117,79,-12.6,1.3,-19.8,1,-4.8,-4.9
2022-02-22T11:27:51Z,3478177,79,-11,2.1,-18.3,3,-4.2,-4.6
2022-02-22T11:28:51Z,3478237,79,-9.2,3.3,-16.6,4.7,-3.6,-3.5
2022-02-22T19:02:15Z,3505440,79,-20.7,-20.3,-21.4,-16.4,-0.7,-8.2
2022-02-22T19:03:15Z,3505500,79,-21.6,-21.3,-22.4,-17.4,-1.3,-8.5
2022-02-22T19:04:15Z,3505560,79,-22.6,-22.3,-23.4,-18.3,-1.9,-9.4
2022-02-22T19:05:15Z,3505620,79,-23.6,-23.3,-24.4,-19.1,-3,-10.2
2022-02-22T19:06:15Z,3505680,79,-24.4,-24.2,-25.3,-19.9,-3.6,-11.1
2022-02-22T19:07:15Z,3505740,79,-25.3,-25.1,-26.3,-20.8,-4.2,-11.5
2022-02-23T01:50:52Z,3529955,83,-2,8.8,-9.3,4.6,-2.4,0.7
2022-02-23T01:52:52Z,3530075,83,1,10.8,-5.8,7.6,-0.7,2.7
2022-02-23T12:27:31Z,3568151,89,-21.3,-21.8,-22.1,-18.1,-1.9,-8.9
2022-02-24T12:55:25Z,3656212,111,12.8,13.8,9.1,7.7,4.6,9.4
2022-02-24T12:56:26Z,3656272,111,14.4,13.1,10,8.5,4.6,10
2022-02-25T01:24:08Z,3701131,120,3.5,4.5,0.3,-1.5,-1.9,1.5
2022-02-25T01:25:08Z,3701191,120,4.2,6,1.7,-0.6,-1.3,2.2
2022-02-25T01:26:08Z,3701251,120,5.5,6.5,2.7,0.6,-0.7,3.6
2022-02-25T01:27:08Z,3701311,120,6.6,7.8,3.8,1.6,-0.1,3.9
2022-02-26T12:30:33Z,3827504,142,13.8,14.9,10.4,9.6,6.3,10.6
2022-02-26T12:31:33Z,3827564,142,14.8,14.4,11.2,10.3,6.9,11.6
2022-02-26T12:32:33Z,3827624,142,15,15.3,12,10.1,7.5,12.3
2022-02-26T12:33:33Z,3827684,142,16,14.8,12.5,10.6,8.1,12.4
2022-03-08T02:07:31Z,4654012,61,5.1,7.3,2.9,0.4,-0.7,2.5